UserID,ItemID,Rating,Timestamp,Date
241,690,2,887249482,12/02/1998
178,248,4,882823954,22/12/1997
254,1444,3,886475558,3/02/1998
293,5,3,888906576,3/03/1998
127,229,5,884364867,9/01/1998
225,237,5,879539643,14/11/1997
299,229,3,878192429,30/10/1997
225,480,5,879540748,14/11/1997
276,54,3,874791025,20/09/1997
291,144,5,874835091,21/09/1997
222,366,4,878183381,30/10/1997
267,518,5,878971773,8/11/1997
42,403,3,881108684,3/12/1997
11,111,4,891903862,6/04/1998
95,625,4,888954412,3/03/1998
8,338,4,879361873,12/11/1997
162,25,4,877635573,23/10/1997
87,1016,4,879876194,18/11/1997
279,154,5,875296291,26/09/1997
145,275,2,885557505,23/01/1998
119,1153,5,874781198,20/09/1997
62,498,4,879373848,12/11/1997
62,382,3,879375537,12/11/1997
28,209,4,881961214,12/12/1997
135,23,4,879857765,18/11/1997
32,294,3,883709863,2/01/1998
90,382,5,891383835,31/03/1998
286,208,4,877531942,22/10/1997
293,685,3,888905170,3/03/1998
216,144,4,880234639,22/11/1997
166,328,5,886397722,2/02/1998
250,496,4,878090499,29/10/1997
271,132,5,885848672,26/01/1998
160,174,5,876860807,14/10/1997
265,118,4,875320714,27/09/1997
198,498,3,884207492,7/01/1998
42,96,5,881107178,2/12/1997
168,151,5,884288058,8/01/1998
110,307,4,886987260,9/02/1998
58,144,4,884304936,9/01/1998
90,648,4,891384754,31/03/1998
271,346,4,885844430,26/01/1998
62,21,3,879373460,12/11/1997
279,832,3,881375854,6/12/1997
237,514,4,879376641,12/11/1997
94,789,4,891720887,4/04/1998
128,485,3,879966895,19/11/1997
298,317,4,884182806,7/01/1998
44,195,5,878347874,1/11/1997
264,200,5,886122352,30/01/1998
194,385,2,879524643,14/11/1997
72,195,5,880037702,20/11/1997
222,750,5,883815120,3/01/1998
250,264,3,878089182,29/10/1997
41,265,3,890687042,23/03/1998
224,245,3,888082216,21/02/1998
82,135,3,878769629,5/11/1997
262,1147,4,879791710,17/11/1997
293,471,3,888904884,3/03/1998
216,658,3,880245029,23/11/1997
250,140,3,878092059,29/10/1997
59,23,5,888205300,23/02/1998
286,379,5,877533771,22/10/1997
244,815,4,880605185,27/11/1997
7,479,4,891352010,31/03/1998
174,368,1,886434402,2/02/1998
87,274,4,879876734,18/11/1997
194,1211,2,879551380,14/11/1997
82,1134,2,884714402,13/01/1998
13,836,2,882139746,14/12/1997
13,272,4,884538403,11/01/1998
244,756,2,880605157,27/11/1997
305,427,5,886323090,1/02/1998
95,787,2,888954930,3/03/1998
43,14,2,883955745,4/01/1998
299,955,4,889502823,10/03/1998
57,419,3,883698454,1/01/1998
84,405,3,883452363,30/12/1997
269,504,4,891449922,1/04/1998
299,111,3,877878184,26/10/1997
194,466,4,879525876,14/11/1997
160,135,4,876860807,14/10/1997
99,268,3,885678247,24/01/1998
10,486,4,877886846,26/10/1997
259,117,4,874724988,20/09/1997
85,427,3,879456350,13/11/1997
303,919,4,879467295,14/11/1997
213,273,5,878870987,7/11/1997
121,514,3,891387947,31/03/1998
90,98,5,891383204,31/03/1998
49,559,2,888067405,21/02/1998
42,794,3,881108425,3/12/1997
155,323,2,879371261,12/11/1997
68,117,4,876973939,16/10/1997
172,177,4,875537965,29/09/1997
19,4,4,885412840,21/01/1998
268,231,4,875744136,1/10/1997
5,2,3,875636053,30/09/1997
305,117,2,886324028,1/02/1998
44,294,4,883612356,31/12/1997
43,137,4,875975656,4/10/1997
279,1336,1,875298353,26/09/1997
80,466,5,887401701,13/02/1998
254,164,4,886472768,3/02/1998
298,281,3,884183336,7/01/1998
279,1240,1,892174404,10/04/1998
66,298,4,883601324,31/12/1997
18,443,3,880130193,21/11/1997
268,1035,2,875542174,29/09/1997
99,79,4,885680138,24/01/1998
13,98,4,881515011,7/12/1997
26,258,3,891347949,31/03/1998
7,455,4,891353086,31/03/1998
222,755,4,878183481,30/10/1997
200,673,5,884128554,6/01/1998
119,328,4,876923913,15/10/1997
213,172,5,878955442,8/11/1997
276,322,3,874786392,20/09/1997
94,1217,3,891723086,4/04/1998
130,379,4,875801662,2/10/1997
38,328,4,892428688,13/04/1998
160,719,3,876857977,14/10/1997
293,1267,3,888906966,3/03/1998
26,930,2,891385985,31/03/1998
130,216,4,875216545,25/09/1997
92,1079,3,886443455,2/02/1998
256,452,4,882164999,15/12/1997
1,61,4,878542420,3/11/1997
72,48,4,880036718,20/11/1997
56,755,3,892910207,18/04/1998
13,360,4,882140926,14/12/1997
15,405,2,879455957,13/11/1997
92,77,3,875654637,30/09/1997
207,476,2,884386343,9/01/1998
292,174,5,881105481,2/12/1997
232,483,5,888549622,27/02/1998
251,748,2,886272175,31/01/1998
224,26,3,888104153,21/02/1998
181,220,4,878962392,8/11/1997
259,255,4,874724710,20/09/1997
305,471,4,886323648,1/02/1998
52,280,3,882922806,24/12/1997
161,202,5,891170769,29/03/1998
148,408,5,877399018,21/10/1997
125,235,2,892838559,17/04/1998
97,228,5,884238860,8/01/1998
58,1098,4,884304936,9/01/1998
83,234,4,887665548,16/02/1998
90,347,4,891383319,31/03/1998
272,178,5,879455113,13/11/1997
194,181,3,879521396,14/11/1997
125,478,4,879454628,13/11/1997
110,688,1,886987605,9/02/1998
299,14,4,877877775,26/10/1997
151,10,5,879524921,14/11/1997
269,127,4,891446165,1/04/1998
6,14,5,883599249,31/12/1997
54,106,3,880937882,1/12/1997
303,69,5,879467542,14/11/1997
16,944,1,877727122,24/10/1997
301,790,4,882078621,14/12/1997
276,1091,3,874793035,20/09/1997
305,214,2,886323068,1/02/1998
194,1028,2,879541148,14/11/1997
91,323,2,891438397,1/04/1998
87,554,4,879875940,18/11/1997
294,109,4,877819599,25/10/1997
286,171,4,877531791,22/10/1997
200,318,5,884128458,6/01/1998
229,328,1,891632142,3/04/1998
178,568,4,882826555,22/12/1997
303,842,2,879484804,14/11/1997
62,65,4,879374686,12/11/1997
207,591,3,876018608,5/10/1997
92,172,4,875653271,30/09/1997
301,401,4,882078040,14/12/1997
36,339,5,882157581,15/12/1997
70,746,3,884150257,7/01/1998
63,242,3,875747190,1/10/1997
28,201,3,881961671,12/12/1997
279,68,4,875307407,26/09/1997
250,7,4,878089716,29/10/1997
14,98,3,890881335,26/03/1998
299,1018,3,889502324,10/03/1998
194,54,3,879525876,14/11/1997
303,815,3,879485532,14/11/1997
119,237,5,874775038,20/09/1997
295,218,5,879966498,19/11/1997
268,930,2,875742942,1/10/1997
268,2,2,875744173,1/10/1997
66,258,4,883601089,31/12/1997
233,202,5,879394264,13/11/1997
83,623,4,880308578,23/11/1997
214,334,3,891542540,2/04/1998
192,476,2,881368243,6/12/1997
100,344,4,891374868,31/03/1998
268,145,1,875744501,1/10/1997
301,56,4,882076587,14/12/1997
307,89,5,879283786,11/11/1997
234,141,3,892334609,11/04/1998
83,576,4,880308755,23/11/1997
181,264,2,878961624,8/11/1997
297,133,4,875240090,26/09/1997
38,153,5,892430369,13/04/1998
7,382,4,891352093,31/03/1998
264,813,4,886122952,30/01/1998
181,872,1,878961814,8/11/1997
201,146,1,884140579,7/01/1998
85,507,4,879456199,13/11/1997
269,367,3,891450023,1/04/1998
59,468,3,888205855,23/02/1998
286,143,4,889651549,11/03/1998
193,96,1,889124507,5/03/1998
113,595,5,875936424,4/10/1997
292,11,5,881104093,2/12/1997
130,1014,3,876250718,7/10/1997
275,98,4,875155140,25/09/1997
189,520,5,893265380,22/04/1998
219,82,1,889452455,9/03/1998
218,209,5,877488546,22/10/1997
123,427,3,879873020,18/11/1997
119,222,5,874775311,20/09/1997
158,177,4,880134407,21/11/1997
222,118,4,877563802,22/10/1997
302,322,2,879436875,13/11/1997
279,501,3,875308843,26/09/1997
301,79,5,882076403,14/12/1997
181,3,2,878963441,8/11/1997
201,695,1,884140115,7/01/1998
13,198,3,881515193,7/12/1997
1,189,3,888732928,1/03/1998
145,237,5,875270570,26/09/1997
23,385,4,874786462,20/09/1997
201,767,4,884114505,6/01/1998
296,705,5,884197193,7/01/1998
42,546,3,881105817,2/12/1997
33,872,3,891964230,7/04/1998
301,554,3,882078830,14/12/1997
16,64,5,877720297,24/10/1997
95,135,3,879197562,10/11/1997
154,357,4,879138713,10/11/1997
77,484,5,884733766,13/01/1998
296,508,5,884196584,7/01/1998
302,303,2,879436785,13/11/1997
244,673,3,880606667,27/11/1997
222,77,4,878183616,30/10/1997
13,215,5,882140588,14/12/1997
16,705,5,877722736,24/10/1997
270,452,4,876956264,15/10/1997
145,15,2,875270655,26/09/1997
187,64,5,879465631,14/11/1997
200,304,5,876041644,5/10/1997
170,749,5,887646170,16/02/1998
101,829,3,877136138,18/10/1997
184,218,3,889909840,14/03/1998
128,204,4,879967478,19/11/1997
181,1295,1,878961781,8/11/1997
184,153,3,889911285,14/03/1998
1,33,4,878542699,3/11/1997
1,160,4,875072547,24/09/1997
184,321,5,889906967,14/03/1998
54,595,3,880937813,1/12/1997
94,343,4,891725009,4/04/1998
128,508,4,879967767,19/11/1997
23,323,2,874784266,20/09/1997
301,227,3,882077222,14/12/1997
301,191,3,882075672,14/12/1997
112,903,1,892440172,13/04/1998
82,183,3,878769848,5/11/1997
222,724,3,878181976,30/10/1997
218,430,3,877488316,22/10/1997
308,1197,4,887739521,17/02/1998
303,134,5,879467959,14/11/1997
133,751,3,890588547,22/03/1998
215,212,2,891435680,1/04/1998
69,256,5,882126156,14/12/1997
254,662,4,887347350,13/02/1998
276,2,4,874792436,20/09/1997
104,984,1,888442575,25/02/1998
63,1067,3,875747514,1/10/1997
267,410,4,878970785,8/11/1997
13,56,5,881515011,7/12/1997
240,879,3,885775745,26/01/1998
286,237,2,875806800,2/10/1997
294,271,5,889241426,7/03/1998
90,1086,4,891384424,31/03/1998
18,26,4,880129731,21/11/1997
92,229,3,875656201,30/09/1997
308,649,4,887739292,17/02/1998
144,89,3,888105691,22/02/1998
191,302,4,891560253,2/04/1998
59,951,3,888206409,23/02/1998
200,96,5,884129409,6/01/1998
16,197,5,877726146,24/10/1997
61,678,3,892302309,11/04/1998
271,199,4,885848448,26/01/1998
271,709,3,885849325,26/01/1998
142,169,5,888640356,28/02/1998
275,597,3,876197678,7/10/1997
222,151,3,878182109,30/10/1997
87,40,3,879876917,18/11/1997
207,258,4,877879172,26/10/1997
272,1393,2,879454663,13/11/1997
177,333,4,880130397,21/11/1997
207,1115,2,879664906,16/11/1997
299,577,3,889503806,10/03/1998
271,378,4,885849447,26/01/1998
305,425,4,886324486,1/02/1998
49,959,2,888068912,21/02/1998
94,1224,3,891722802,4/04/1998
130,1017,3,874953895,22/09/1997
10,175,3,877888677,26/10/1997
203,321,3,880433418,25/11/1997
191,286,4,891560842,2/04/1998
43,323,3,875975110,4/10/1997
21,558,5,874951695,22/09/1997
197,96,5,891409839,1/04/1998
13,344,2,888073635,21/02/1998
194,66,3,879527264,14/11/1997
234,206,4,892334543,11/04/1998
308,402,4,887740700,17/02/1998
308,640,4,887737036,17/02/1998
269,522,5,891447773,1/04/1998
94,265,4,891721889,4/04/1998
268,62,3,875310824,26/09/1997
272,12,5,879455254,13/11/1997
121,291,3,891390477,1/04/1998
296,20,5,884196921,7/01/1998
134,286,3,891732334,4/04/1998
180,462,5,877544218,22/10/1997
234,612,3,892079140,8/04/1998
104,117,2,888465972,26/02/1998
38,758,1,892434626,13/04/1998
269,845,1,891456255,1/04/1998
7,163,4,891353444,31/03/1998
234,1451,3,892078343,8/04/1998
275,405,2,876197645,7/10/1997
52,250,3,882922661,24/12/1997
102,823,3,888801465,2/03/1998
13,186,4,890704999,24/03/1998
178,731,4,882827532,22/12/1997
236,71,3,890116671,17/03/1998
256,781,5,882165296,15/12/1997
263,176,5,891299752,30/03/1998
244,186,3,880605697,27/11/1997
279,1181,4,875314001,26/09/1997
43,815,4,883956189,4/01/1998
83,78,2,880309089,23/11/1997
151,197,5,879528710,14/11/1997
254,436,2,886474216,3/02/1998
109,631,3,880579371,26/11/1997
297,716,3,875239422,26/09/1997
249,188,4,879641067,16/11/1997
144,699,4,888106106,22/02/1998
301,604,4,882075994,14/12/1997
64,392,3,889737542,12/03/1998
92,501,2,875653665,30/09/1997
222,97,4,878181739,30/10/1997
268,436,3,875310745,26/09/1997
293,135,5,888905550,3/03/1998
213,173,5,878955442,8/11/1997
160,460,2,876861185,14/10/1997
13,498,4,882139901,14/12/1997
59,715,5,888205921,23/02/1998
5,17,4,875636198,30/09/1997
125,163,5,879454956,13/11/1997
174,315,5,886432749,2/02/1998
114,505,3,881260203,4/12/1997
213,515,4,878870518,7/11/1997
23,196,2,874786926,20/09/1997
128,15,4,879968827,19/11/1997
239,56,4,889179478,6/03/1998
181,279,1,878962955,8/11/1997
291,80,4,875086354,24/09/1997
250,238,4,878089963,29/10/1997
201,649,3,884114275,6/01/1998
60,60,5,883327734,28/12/1997
181,325,2,878961814,8/11/1997
119,407,3,887038665,9/02/1998
287,1,5,875334088,27/09/1997
216,228,3,880245642,23/11/1997
216,531,4,880233810,22/11/1997
203,471,4,880434463,25/11/1997
92,587,3,875660408,30/09/1997
13,892,3,882774224,22/12/1997
213,176,4,878956338,8/11/1997
286,288,5,875806672,2/10/1997
117,1047,2,881009697,1/12/1997
99,111,1,885678886,24/01/1998
11,558,3,891904214,6/04/1998
65,47,2,879216672,11/11/1997
295,194,4,879517412,14/11/1997
269,217,2,891451610,1/04/1998
85,259,2,881705026,9/12/1997
250,596,5,878089921,29/10/1997
137,144,5,881433689,6/12/1997
201,960,2,884112077,6/01/1998
257,137,4,882049932,13/12/1997
111,328,4,891679939,4/04/1998
91,480,4,891438875,1/04/1998
215,211,4,891436202,1/04/1998
181,938,1,878961586,8/11/1997
189,1060,5,893264301,22/04/1998
1,20,4,887431883,14/02/1998
303,404,4,879468375,14/11/1997
299,305,3,879737314,17/11/1997
187,210,4,879465242,13/11/1997
222,278,2,877563913,22/10/1997
214,568,4,892668197,15/04/1998
293,770,3,888906655,3/03/1998
285,191,4,890595859,22/03/1998
303,252,3,879544791,14/11/1997
96,156,4,884402860,10/01/1998
72,1110,3,880037334,20/11/1997
115,1067,4,881171009,3/12/1997
7,430,3,891352178,31/03/1998
116,350,3,886977926,8/02/1998
73,480,4,888625753,28/02/1998
269,246,5,891457067,1/04/1998
263,419,5,891299514,30/03/1998
70,431,3,884150257,7/01/1998
221,475,4,875244204,26/09/1997
72,182,5,880036515,20/11/1997
25,357,4,885852757,26/01/1998
290,50,5,880473582,25/11/1997
189,526,4,893266205,22/04/1998
299,303,3,877618584,23/10/1997
264,294,3,886121516,30/01/1998
200,365,5,884129962,6/01/1998
187,135,4,879465653,14/11/1997
184,187,4,889909024,14/03/1998
63,289,2,875746985,1/10/1997
13,229,4,882397650,17/12/1997
298,486,3,884183063,7/01/1998
235,185,4,889655435,11/03/1998
62,712,4,879376178,12/11/1997
246,94,2,884923505,16/01/1998
54,742,5,880934806,1/12/1997
63,762,3,875747688,1/10/1997
11,732,3,891904596,6/04/1998
92,168,4,875653723,30/09/1997
8,550,3,879362356,12/11/1997
307,174,4,879283480,11/11/1997
303,200,4,879468459,14/11/1997
256,849,2,882164603,15/12/1997
72,54,3,880036854,20/11/1997
164,406,2,889402389,9/03/1998
117,150,4,880125101,21/11/1997
224,77,4,888103872,21/02/1998
193,869,3,889127811,5/03/1998
94,184,2,891720862,4/04/1998
281,338,2,881200457,4/12/1997
130,109,3,874953794,22/09/1997
128,371,1,879966954,19/11/1997
94,720,1,891723593,4/04/1998
182,845,3,885613067,24/01/1998
129,873,1,883245452,27/12/1997
254,229,4,886474580,3/02/1998
64,381,4,879365491,12/11/1997
151,176,2,879524293,14/11/1997
45,25,4,881014015,1/12/1997
193,879,3,889123257,5/03/1998
276,922,4,889174849,6/03/1998
276,57,3,874787526,20/09/1997
234,187,4,892079140,8/04/1998
181,306,1,878962006,8/11/1997
21,370,1,874951293,22/09/1997
293,249,3,888905229,3/03/1998
264,721,5,886123656,30/01/1998
10,611,5,877886722,26/10/1997
197,346,3,891409070,1/04/1998
276,142,3,874792945,20/09/1997
308,427,4,887736584,17/02/1998
221,943,4,875246759,26/09/1997
131,126,4,883681514,1/01/1998
268,824,2,876518557,10/10/1997
109,8,3,880572642,26/11/1997
198,58,3,884208173,7/01/1998
230,680,4,880484286,25/11/1997
181,741,1,878962918,8/11/1997
192,1061,4,881368891,6/12/1997
234,448,3,892335501,11/04/1998
90,900,4,891382309,31/03/1998
193,941,4,889124890,5/03/1998
128,603,5,879966839,19/11/1997
126,905,2,887855283,19/02/1998
244,265,4,880606634,27/11/1997
90,289,3,891382310,31/03/1998
157,25,3,886890787,7/02/1998
305,71,3,886323684,1/02/1998
119,382,5,874781742,20/09/1997
21,222,2,874951382,22/09/1997
231,181,4,888605273,27/02/1998
280,508,3,891700453,4/04/1998
288,132,3,886374129,1/02/1998
279,1497,2,890780576,24/03/1998
301,33,4,882078228,14/12/1997
72,699,3,880036783,20/11/1997
90,259,2,891382392,31/03/1998
308,55,3,887738760,17/02/1998
59,742,3,888203053,23/02/1998
94,744,4,891721462,4/04/1998
130,642,4,875216933,25/09/1997
26,1015,3,891352136,31/03/1998
56,121,5,892679480,15/04/1998
82,508,2,884714249,13/01/1998
62,12,4,879373613,12/11/1997
276,40,3,874791871,20/09/1997
181,1015,1,878963121,8/11/1997
152,301,3,880147407,21/11/1997
178,845,4,882824291,22/12/1997
217,597,4,889070087,5/03/1998
79,303,4,891271203,30/03/1998
138,484,4,879024127,8/11/1997
308,81,5,887737293,17/02/1998
75,284,2,884050393,6/01/1998
269,198,4,891447062,1/04/1998
307,94,3,877122695,17/10/1997
222,781,3,881059677,2/12/1997
121,740,3,891390544,1/04/1998
269,22,1,891448072,1/04/1998
13,864,4,882141924,14/12/1997
230,742,5,880485043,25/11/1997
269,507,4,891448800,1/04/1998
239,1099,5,889179253,6/03/1998
245,1028,5,888513447,26/02/1998
56,546,3,892679460,15/04/1998
295,961,5,879519556,14/11/1997
271,1028,2,885848102,26/01/1998
222,812,2,881059117,2/12/1997
69,240,3,882126156,14/12/1997
10,7,4,877892210,26/10/1997
22,376,3,878887112,7/11/1997
294,931,3,889242857,7/03/1998
82,717,1,884714492,13/01/1998
279,399,4,875313859,26/09/1997
269,234,1,891449406,1/04/1998
6,98,5,883600680,31/12/1997
243,1039,4,879988184,20/11/1997
298,181,4,884125629,6/01/1998
282,325,1,881703044,9/12/1997
78,323,1,879633567,15/11/1997
118,200,5,875384647,27/09/1997
283,1114,5,879297545,12/11/1997
171,292,4,891034835,27/03/1998
70,217,4,884151119,7/01/1998
10,100,5,877891747,26/10/1997
245,181,4,888513664,26/02/1998
107,333,3,891264267,30/03/1998
246,561,1,884923445,16/01/1998
13,901,1,883670672,1/01/1998
276,70,4,874790826,20/09/1997
244,17,2,880607205,27/11/1997
189,56,5,893265263,22/04/1998
226,242,5,883888671,4/01/1998
62,1016,4,879373008,12/11/1997
276,417,4,874792907,20/09/1997
214,478,4,891544052,2/04/1998
306,235,4,876504354,10/10/1997
222,26,3,878183043,30/10/1997
280,631,5,891700751,4/04/1998
60,430,5,883326122,28/12/1997
56,71,4,892683275,15/04/1998
42,274,5,881105817,2/12/1997
1,202,5,875072442,24/09/1997
13,809,4,882397582,17/12/1997
173,289,4,877556988,22/10/1997
15,749,1,879455311,13/11/1997
185,23,4,883524249,30/12/1997
280,540,3,891702304,4/04/1998
244,381,4,880604077,27/11/1997
150,293,4,878746946,5/11/1997
7,497,4,891352134,31/03/1998
178,317,4,882826915,22/12/1997
178,742,3,882823833,22/12/1997
95,1217,3,880572658,26/11/1997
234,1462,3,892333865,11/04/1998
97,222,5,884238887,8/01/1998
109,127,2,880563471,26/11/1997
117,268,5,880124306,21/11/1997
269,705,2,891448850,1/04/1998
130,1246,3,876252497,7/10/1997
264,655,4,886123530,30/01/1998
207,13,3,875506839,29/09/1997
42,588,5,881108147,3/12/1997
246,409,2,884923372,16/01/1998
87,367,4,879876702,18/11/1997
101,304,3,877135677,18/10/1997
256,127,4,882164406,15/12/1997
92,794,3,875654798,30/09/1997
181,762,2,878963418,8/11/1997
213,235,1,878955115,8/11/1997
92,739,2,876175582,6/10/1997
292,661,5,881105561,2/12/1997
246,665,4,884922831,16/01/1998
274,845,5,878945579,7/11/1997
188,692,5,875072583,24/09/1997
18,86,4,880129731,21/11/1997
5,439,1,878844423,6/11/1997
236,632,3,890116254,17/03/1998
193,407,4,889127921,5/03/1998
144,709,4,888105940,22/02/1998
90,1198,5,891383866,31/03/1998
48,609,4,879434819,13/11/1997
5,225,2,875635723,30/09/1997
22,128,5,878887983,7/11/1997
311,432,4,884365485,9/01/1998
8,22,5,879362183,12/11/1997
276,188,4,874792547,20/09/1997
222,173,5,878183043,30/10/1997
72,866,4,880035887,20/11/1997
299,134,4,878192311,30/10/1997
1,171,5,889751711,13/03/1998
308,295,3,887741461,17/02/1998
165,216,4,879525778,14/11/1997
222,49,3,878183512,30/10/1997
181,121,4,878962623,8/11/1997
200,11,5,884129542,6/01/1998
234,626,4,892336358,11/04/1998
244,707,4,880606243,27/11/1997
90,25,5,891384789,31/03/1998
208,216,5,883108324,26/12/1997
263,96,4,891298336,30/03/1998
134,323,4,891732335,4/04/1998
279,586,4,892864663,18/04/1998
2,292,4,888550774,27/02/1998
288,593,2,886892127,7/02/1998
49,302,4,888065432,21/02/1998
286,153,5,877531406,22/10/1997
205,304,3,888284313,24/02/1998
22,80,4,878887227,7/11/1997
234,318,4,892078890,8/04/1998
223,328,3,891548959,2/04/1998
15,25,3,879456204,13/11/1997
268,147,4,876514002,10/10/1997
94,1220,3,891722678,4/04/1998
274,405,4,878945840,7/11/1997
7,492,5,891352010,31/03/1998
268,217,2,875744501,1/10/1997
16,55,5,877717956,24/10/1997
164,620,3,889402298,9/03/1998
290,161,4,880474293,25/11/1997
92,515,4,875640800,30/09/1997
239,1070,5,889179032,6/03/1998
56,449,5,892679308,15/04/1998
248,234,4,884534968,11/01/1998
234,10,3,891227851,30/03/1998
280,1049,2,891702486,4/04/1998
308,187,5,887738760,17/02/1998
276,64,5,874787441,20/09/1997
192,948,3,881368302,6/12/1997
122,509,4,879270511,11/11/1997
85,588,3,880838306,29/11/1997
262,931,2,879790874,17/11/1997
201,272,3,886013700,28/01/1998
181,870,2,878962623,8/11/1997
295,739,4,879518319,14/11/1997
263,568,4,891299387,30/03/1998
295,39,4,879518279,14/11/1997
201,1100,4,884112800,6/01/1998
93,820,3,888705966,28/02/1998
159,1028,5,880557539,26/11/1997
158,665,2,880134532,21/11/1997
293,423,3,888906070,3/03/1998
82,597,3,878768882,5/11/1997
276,181,5,874786488,20/09/1997
13,823,5,882397833,17/12/1997
217,2,3,889069782,5/03/1998
83,660,4,880308256,23/11/1997
189,20,5,893264466,22/04/1998
222,796,4,878183684,30/10/1997
146,1022,5,891458193,1/04/1998
267,121,3,878970681,8/11/1997
126,294,3,887855087,19/02/1998
181,1060,1,878962675,8/11/1997
125,80,4,892838865,17/04/1998
43,120,4,884029430,5/01/1998
13,780,1,882142057,14/12/1997
253,259,2,891628883,3/04/1998
42,44,3,881108548,3/12/1997
77,518,4,884753202,14/01/1998
291,686,5,874835165,21/09/1997
268,21,3,875742822,1/10/1997
262,28,3,879792220,17/11/1997
234,81,3,892334680,11/04/1998
29,245,3,882820803,22/12/1997
236,57,5,890116575,17/03/1998
158,729,3,880133116,21/11/1997
156,661,4,888185947,22/02/1998
232,52,5,888550130,27/02/1998
168,866,5,884287927,8/01/1998
37,288,4,880915258,30/11/1997
141,245,3,884584426,12/01/1998
235,230,4,889655162,11/03/1998
102,70,3,888803537,2/03/1998
77,172,3,884752562,14/01/1998
90,506,5,891383319,31/03/1998
186,566,5,879023663,8/11/1997
44,660,5,878347915,1/11/1997
118,774,5,875385198,27/09/1997
7,661,5,891351624,31/03/1998
49,1003,2,888068651,21/02/1998
62,68,1,879374969,12/11/1997
42,1028,4,881106072,2/12/1997
178,433,4,882827834,22/12/1997
85,51,2,879454782,13/11/1997
77,474,5,884732407,13/01/1998
58,1099,2,892243079,10/04/1998
56,1047,4,892911290,18/04/1998
197,688,1,891409564,1/04/1998
286,99,4,878141681,29/10/1997
90,258,3,891382121,31/03/1998
181,1288,1,878962349,8/11/1997
295,190,4,879517062,14/11/1997
224,69,4,888082495,21/02/1998
272,317,4,879454977,13/11/1997
221,1010,3,875246662,26/09/1997
66,877,1,883601089,31/12/1997
207,318,5,877124871,17/10/1997
234,487,3,892079237,8/04/1998
7,648,5,891351653,31/03/1998
87,82,5,879875774,18/11/1997
195,1052,1,877835102,26/10/1997
44,449,5,883613334,1/01/1998
306,287,4,876504442,10/10/1997
194,172,3,879521474,14/11/1997
94,62,3,891722933,4/04/1998
167,659,4,892738277,16/04/1998
108,100,4,879879720,18/11/1997
230,304,5,880484286,25/11/1997
181,927,1,878962675,8/11/1997
54,302,4,880928519,30/11/1997
90,22,4,891384357,31/03/1998
181,696,2,878962997,8/11/1997
286,357,4,877531537,22/10/1997
14,269,4,892242403,10/04/1998
311,179,2,884365357,9/01/1998
92,121,5,875640679,30/09/1997
21,440,1,874951798,22/09/1997
244,550,1,880602264,27/11/1997
181,405,4,878962919,8/11/1997
65,806,4,879216529,11/11/1997
